Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
Zhejiang,China,29.1832,120.0934,3/7/20,1215,1
Anhui,China,31.8257,117.2264,3/8/20,990,6
Beijing,China,40.1824,116.4142,3/8/20,428,8
Chongqing,China,30.0572,107.874,3/8/20,576,6
Fujian,China,26.0789,117.9874,3/8/20,296,1
Gansu,China,37.8099,101.0583,3/8/20,124,2
Guangdong,China,23.3417,113.4244,3/8/20,1352,7
Guangxi,China,23.8298,108.7881,3/8/20,252,2
Guizhou,China,26.8154,106.8748,3/8/20,146,2
Hainan,China,19.1959,109.7453,3/8/20,168,6
Hebei,China,39.549,116.1306,3/8/20,318,6
Heilongjiang,China,47.862,127.7615,3/8/20,481,13
Henan,China,33.882,113.614,3/8/20,1272,22
Hong Kong,China,22.3,114.2,3/8/20,114,3
Hubei,China,30.9756,112.2707,3/8/20,67707,2986
Hunan,China,27.6104,111.7088,3/8/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/8/20,75,1
Jiangsu,China,32.9711,119.455,3/8/20,631,0
Jiangxi,China,27.614,115.7221,3/8/20,935,1
Jilin,China,43.6661,126.1923,3/8/20,93,1
Liaoning,China,41.2956,122.6085,3/8/20,125,1
Macau,China,22.1667,113.55,3/8/20,10,0
Ningxia,China,37.2692,106.1655,3/8/20,75,0
Qinghai,China,35.7452,95.9956,3/8/20,18,0
Shaanxi,China,35.1917,108.8701,3/8/20,245,1
Shandong,China,36.3427,118.1498,3/8/20,758,6
Shanghai,China,31.202,121.4491,3/8/20,342,3
Shanxi,China,37.5777,112.2922,3/8/20,133,0
Sichuan,China,30.6171,102.7103,3/8/20,539,3
Tianjin,China,39.3054,117.323,3/8/20,136,3
Tibet,China,31.6927,88.0924,3/8/20,1,0
Xinjiang,China,41.1129,85.2401,3/8/20,76,3
Yunnan,China,24.974,101.487,3/8/20,174,2
Zhejiang,China,29.1832,120.0934,3/8/20,1215,1
Anhui,China,31.8257,117.2264,3/9/20,990,6
Beijing,China,40.1824,116.4142,3/9/20,428,8
Chongqing,China,30.0572,107.874,3/9/20,576,6
Fujian,China,26.0789,117.9874,3/9/20,296,1
Gansu,China,37.8099,101.0583,3/9/20,124,2
Guangdong,China,23.3417,113.4244,3/9/20,1352,8
Guangxi,China,23.8298,108.7881,3/9/20,252,2
Guizhou,China,26.8154,106.8748,3/9/20,146,2
Hainan,China,19.1959,109.7453,3/9/20,168,6
Hebei,China,39.549,116.1306,3/9/20,318,6
Heilongjiang,China,47.862,127.7615,3/9/20,481,13
Henan,China,33.882,113.614,3/9/20,1272,22
Hong Kong,China,22.3,114.2,3/9/20,115,3
Hubei,China,30.9756,112.2707,3/9/20,67743,3008
Hunan,China,27.6104,111.7088,3/9/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/9/20,75,1
Jiangsu,China,32.9711,119.455,3/9/20,631,0
Jiangxi,China,27.614,115.7221,3/9/20,935,1
Jilin,China,43.6661,126.1923,3/9/20,93,1
Liaoning,China,41.2956,122.6085,3/9/20,125,1
Macau,China,22.1667,113.55,3/9/20,10,0
Ningxia,China,37.2692,106.1655,3/9/20,75,0
Qinghai,China,35.7452,95.9956,3/9/20,18,0
Shaanxi,China,35.1917,108.8701,3/9/20,245,1
Shandong,China,36.3427,118.1498,3/9/20,758,6
Shanghai,China,31.202,121.4491,3/9/20,342,3
Shanxi,China,37.5777,112.2922,3/9/20,133,0
Sichuan,China,30.6171,102.7103,3/9/20,539,3
Tianjin,China,39.3054,117.323,3/9/20,136,3
Tibet,China,31.6927,88.0924,3/9/20,1,0
Xinjiang,China,41.1129,85.2401,3/9/20,76,3
Yunnan,China,24.974,101.487,3/9/20,174,2
Zhejiang,China,29.1832,120.0934,3/9/20,1215,1
Anhui,China,31.8257,117.2264,3/10/20,990,6
Beijing,China,40.1824,116.4142,3/10/20,429,8
Chongqing,China,30.0572,107.874,3/10/20,576,6
Fujian,China,26.0789,117.9874,3/10/20,296,1
Gansu,China,37.8099,101.0583,3/10/20,125,2
Guangdong,China,23.3417,113.4244,3/10/20,1353,8
Guangxi,China,23.8298,108.7881,3/10/20,252,2
Guizhou,China,26.8154,106.8748,3/10/20,146,2
Hainan,China,19.1959,109.7453,3/10/20,168,6
Hebei,China,39.549,116.1306,3/10/20,318,6
Heilongjiang,China,47.862,127.7615,3/10/20,481,13
Henan,China,33.882,113.614,3/10/20,1272,22
Hong Kong,China,22.3,114.2,3/10/20,120,3
Hubei,China,30.9756,112.2707,3/10/20,67760,3024
Hunan,China,27.6104,111.7088,3/10/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/10/20,75,1
Jiangsu,China,32.9711,119.455,3/10/20,631,0
Jiangxi,China,27.614,115.7221,3/10/20,935,1
Jilin,China,43.6661,126.1923,3/10/20,93,1
Liaoning,China,41.2956,122.6085,3/10/20,125,1
Macau,China,22.1667,113.55,3/10/20,10,0
Ningxia,China,37.2692,106.1655,3/10/20,75,0
Qinghai,China,35.7452,95.9956,3/10/20,18,0
Shaanxi,China,35.1917,108.8701,3/10/20,245,1
Shandong,China,36.3427,118.1498,3/10/20,758,6
Shanghai,China,31.202,121.4491,3/10/20,344,3
Shanxi,China,37.5777,112.2922,3/10/20,133,0
Sichuan,China,30.6171,102.7103,3/10/20,539,3
Tianjin,China,39.3054,117.323,3/10/20,136,3
Tibet,China,31.6927,88.0924,3/10/20,1,0
Xinjiang,China,41.1129,85.2401,3/10/20,76,3
Yunnan,China,24.974,101.487,3/10/20,174,2
Zhejiang,China,29.1832,120.0934,3/10/20,1215,1
Anhui,China,31.8257,117.2264,3/11/20,990,6
Beijing,China,40.1824,116.4142,3/11/20,435,8
Chongqing,China,30.0572,107.874,3/11/20,576,6
Fujian,China,26.0789,117.9874,3/11/20,296,1
Gansu,China,37.8099,101.0583,3/11/20,127,2
Guangdong,China,23.3417,113.4244,3/11/20,1356,8
Guangxi,China,23.8298,108.7881,3/11/20,252,2
Guizhou,China,26.8154,106.8748,3/11/20,146,2
Hainan,China,19.1959,109.7453,3/11/20,168,6
Hebei,China,39.549,116.1306,3/11/20,318,6
Heilongjiang,China,47.862,127.7615,3/11/20,482,13
Henan,China,33.882,113.614,3/11/20,1273,22
Hong Kong,China,22.3,114.2,3/11/20,126,3
Hubei,China,30.9756,112.2707,3/11/20,67773,3046
Hunan,China,27.6104,111.7088,3/11/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/11/20,75,1
Jiangsu,China,32.9711,119.455,3/11/20,631,0
Jiangxi,China,27.614,115.7221,3/11/20,935,1
Jilin,China,43.6661,126.1923,3/11/20,93,1
Liaoning,China,41.2956,122.6085,3/11/20,125,1
Macau,China,22.1667,113.55,3/11/20,10,0
Ningxia,China,37.2692,106.1655,3/11/20,75,0
Qinghai,China,35.7452,95.9956,3/11/20,18,0
Shaanxi,China,35.1917,108.8701,3/11/20,245,1
Shandong,China,36.3427,118.1498,3/11/20,760,6
Shanghai,China,31.202,121.4491,3/11/20,344,3
Shanxi,China,37.5777,112.2922,3/11/20,133,0
Sichuan,China,30.6171,102.7103,3/11/20,539,3
Tianjin,China,39.3054,117.323,3/11/20,136,3
Tibet,China,31.6927,88.0924,3/11/20,1,0
Xinjiang,China,41.1129,85.2401,3/11/20,76,3
Yunnan,China,24.974,101.487,3/11/20,174,2
Zhejiang,China,29.1832,120.0934,3/11/20,1215,1
Anhui,China,31.8257,117.2264,3/12/20,990,6
Beijing,China,40.1824,116.4142,3/12/20,435,8
Chongqing,China,30.0572,107.874,3/12/20,576,6
Fujian,China,26.0789,117.9874,3/12/20,296,1
Gansu,China,37.8099,101.0583,3/12/20,127,2
Guangdong,China,23.3417,113.4244,3/12/20,1356,8
Guangxi,China,23.8298,108.7881,3/12/20,252,2
Guizhou,China,26.8154,106.8748,3/12/20,146,2
Hainan,China,19.1959,109.7453,3/12/20,168,6
Hebei,China,39.549,116.1306,3/12/20,318,6
Heilongjiang,China,47.862,127.7615,3/12/20,482,13
Henan,China,33.882,113.614,3/12/20,1273,22
Hong Kong,China,22.3,114.2,3/12/20,129,3
Hubei,China,30.9756,112.2707,3/12/20,67781,3056
Hunan,China,27.6104,111.7088,3/12/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/12/20,75,1
Jiangsu,China,32.9711,119.455,3/12/20,631,0
Jiangxi,China,27.614,115.7221,3/12/20,935,1
Jilin,China,43.6661,126.1923,3/12/20,93,1
Liaoning,China,41.2956,122.6085,3/12/20,125,1
Macau,China,22.1667,113.55,3/12/20,10,0
Ningxia,China,37.2692,106.1655,3/12/20,75,0
Qinghai,China,35.7452,95.9956,3/12/20,18,0
Shaanxi,China,35.1917,108.8701,3/12/20,245,2
Shandong,China,36.3427,118.1498,3/12/20,760,6
Shanghai,China,31.202,121.4491,3/12/20,344,3
Shanxi,China,37.5777,112.2922,3/12/20,133,0
Sichuan,China,30.6171,102.7103,3/12/20,539,3
Tianjin,China,39.3054,117.323,3/12/20,136,3
Tibet,China,31.6927,88.0924,3/12/20,1,0
Xinjiang,China,41.1129,85.2401,3/12/20,76,3
Yunnan,China,24.974,101.487,3/12/20,174,2
Zhejiang,China,29.1832,120.0934,3/12/20,1215,1
Anhui,China,31.8257,117.2264,3/13/20,990,6
Beijing,China,40.1824,116.4142,3/13/20,436,8
Chongqing,China,30.0572,107.874,3/13/20,576,6
Fujian,China,26.0789,117.9874,3/13/20,296,1
Gansu,China,37.8099,101.0583,3/13/20,127,2
Guangdong,China,23.3417,113.4244,3/13/20,1356,8
Guangxi,China,23.8298,108.7881,3/13/20,252,2
Guizhou,China,26.8154,106.8748,3/13/20,146,2
Hainan,China,19.1959,109.7453,3/13/20,168,6
Hebei,China,39.549,116.1306,3/13/20,318,6
Heilongjiang,China,47.862,127.7615,3/13/20,482,13
Henan,China,33.882,113.614,3/13/20,1273,22
Hong Kong,China,22.3,114.2,3/13/20,134,4
Hubei,China,30.9756,112.2707,3/13/20,67786,3062
Hunan,China,27.6104,111.7088,3/13/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/13/20,75,1
Jiangsu,China,32.9711,119.455,3/13/20,631,0
Jiangxi,China,27.614,115.7221,3/13/20,935,1
Jilin,China,43.6661,126.1923,3/13/20,93,1
Liaoning,China,41.2956,122.6085,3/13/20,125,1
Macau,China,22.1667,113.55,3/13/20,10,0
Ningxia,China,37.2692,106.1655,3/13/20,75,0
Qinghai,China,35.7452,95.9956,3/13/20,18,0
Shaanxi,China,35.1917,108.8701,3/13/20,245,2
Shandong,China,36.3427,118.1498,3/13/20,760,7
Shanghai,China,31.202,121.4491,3/13/20,346,3
Shanxi,China,37.5777,112.2922,3/13/20,133,0
Sichuan,China,30.6171,102.7103,3/13/20,539,3
Tianjin,China,39.3054,117.323,3/13/20,136,3
Tibet,China,31.6927,88.0924,3/13/20,1,0
Xinjiang,China,41.1129,85.2401,3/13/20,76,3
Yunnan,China,24.974,101.487,3/13/20,174,2
Zhejiang,China,29.1832,120.0934,3/13/20,1215,1
Anhui,China,31.8257,117.2264,3/14/20,990,6
Beijing,China,40.1824,116.4142,3/14/20,437,8
Chongqing,China,30.0572,107.874,3/14/20,576,6
Fujian,China,26.0789,117.9874,3/14/20,296,1
Gansu,China,37.8099,101.0583,3/14/20,129,2
Guangdong,China,23.3417,113.4244,3/14/20,1356,8
Guangxi,China,23.8298,108.7881,3/14/20,252,2
Guizhou,China,26.8154,106.8748,3/14/20,146,2
Hainan,China,19.1959,109.7453,3/14/20,168,6
Hebei,China,39.549,116.1306,3/14/20,318,6
Heilongjiang,China,47.862,127.7615,3/14/20,482,13
Henan,China,33.882,113.614,3/14/20,1273,22
Hong Kong,China,22.3,114.2,3/14/20,140,4
Hubei,China,30.9756,112.2707,3/14/20,67790,3075
Hunan,China,27.6104,111.7088,3/14/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/14/20,75,1
Jiangsu,China,32.9711,119.455,3/14/20,631,0
Jiangxi,China,27.614,115.7221,3/14/20,935,1
Jilin,China,43.6661,126.1923,3/14/20,93,1
Liaoning,China,41.2956,122.6085,3/14/20,125,1
Macau,China,22.1667,113.55,3/14/20,10,0
Ningxia,China,37.2692,106.1655,3/14/20,75,0
Qinghai,China,35.7452,95.9956,3/14/20,18,0
Shaanxi,China,35.1917,108.8701,3/14/20,245,2
Shandong,China,36.3427,118.1498,3/14/20,760,7
Shanghai,China,31.202,121.4491,3/14/20,353,3
Shanxi,China,37.5777,112.2922,3/14/20,133,0
Sichuan,China,30.6171,102.7103,3/14/20,539,3
Tianjin,China,39.3054,117.323,3/14/20,136,3
Tibet,China,31.6927,88.0924,3/14/20,1,0
Xinjiang,China,41.1129,85.2401,3/14/20,76,3
Yunnan,China,24.974,101.487,3/14/20,174,2
Zhejiang,China,29.1832,120.0934,3/14/20,1227,1
Anhui,China,31.8257,117.2264,3/15/20,990,6
Beijing,China,40.1824,116.4142,3/15/20,442,8
Chongqing,China,30.0572,107.874,3/15/20,576,6
Fujian,China,26.0789,117.9874,3/15/20,296,1
Gansu,China,37.8099,101.0583,3/15/20,133,2
Guangdong,China,23.3417,113.4244,3/15/20,1360,8
Guangxi,China,23.8298,108.7881,3/15/20,252,2
Guizhou,China,26.8154,106.8748,3/15/20,146,2
Hainan,China,19.1959,109.7453,3/15/20,168,6
Hebei,China,39.549,116.1306,3/15/20,318,6
Heilongjiang,China,47.862,127.7615,3/15/20,482,13
Henan,China,33.882,113.614,3/15/20,1273,22
Hong Kong,China,22.3,114.2,3/15/20,145,4
Hubei,China,30.9756,112.2707,3/15/20,67794,3085
Hunan,China,27.6104,111.7088,3/15/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/15/20,75,1
Jiangsu,China,32.9711,119.455,3/15/20,631,0
Jiangxi,China,27.614,115.7221,3/15/20,935,1
Jilin,China,43.6661,126.1923,3/15/20,93,1
Liaoning,China,41.2956,122.6085,3/15/20,125,1
Macau,China,22.1667,113.55,3/15/20,10,0
Ningxia,China,37.2692,106.1655,3/15/20,75,0
Qinghai,China,35.7452,95.9956,3/15/20,18,0
Shaanxi,China,35.1917,108.8701,3/15/20,245,2
Shandong,China,36.3427,118.1498,3/15/20,760,7
Shanghai,China,31.202,121.4491,3/15/20,353,3
Shanxi,China,37.5777,112.2922,3/15/20,133,0
Sichuan,China,30.6171,102.7103,3/15/20,539,3
Tianjin,China,39.3054,117.323,3/15/20,136,3
Tibet,China,31.6927,88.0924,3/15/20,1,0
Xinjiang,China,41.1129,85.2401,3/15/20,76,3
Yunnan,China,24.974,101.487,3/15/20,174,2
Zhejiang,China,29.1832,120.0934,3/15/20,1231,1
Anhui,China,31.8257,117.2264,3/16/20,990,6
Beijing,China,40.1824,116.4142,3/16/20,452,8
Chongqing,China,30.0572,107.874,3/16/20,576,6
Fujian,China,26.0789,117.9874,3/16/20,296,1
Gansu,China,37.8099,101.0583,3/16/20,133,2
Guangdong,China,23.3417,113.4244,3/16/20,1361,8
Guangxi,China,23.8298,108.7881,3/16/20,252,2
Guizhou,China,26.8154,106.8748,3/16/20,146,2
Hainan,China,19.1959,109.7453,3/16/20,168,6
Hebei,China,39.549,116.1306,3/16/20,318,6
Heilongjiang,China,47.862,127.7615,3/16/20,482,13
Henan,China,33.882,113.614,3/16/20,1273,22
Hong Kong,China,22.3,114.2,3/16/20,155,4
Hubei,China,30.9756,112.2707,3/16/20,67798,3099
Hunan,China,27.6104,111.7088,3/16/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/16/20,75,1
Jiangsu,China,32.9711,119.455,3/16/20,631,0
Jiangxi,China,27.614,115.7221,3/16/20,935,1
Jilin,China,43.6661,126.1923,3/16/20,93,1
Liaoning,China,41.2956,122.6085,3/16/20,125,1
Macau,China,22.1667,113.55,3/16/20,11,0
Ningxia,China,37.2692,106.1655,3/16/20,75,0
Qinghai,China,35.7452,95.9956,3/16/20,18,0
Shaanxi,China,35.1917,108.8701,3/16/20,245,2
Shandong,China,36.3427,118.1498,3/16/20,760,7
Shanghai,China,31.202,121.4491,3/16/20,355,3
Shanxi,China,37.5777,112.2922,3/16/20,133,0
Sichuan,China,30.6171,102.7103,3/16/20,539,3
Tianjin,China,39.3054,117.323,3/16/20,136,3
Tibet,China,31.6927,88.0924,3/16/20,1,0
Xinjiang,China,41.1129,85.2401,3/16/20,76,3
Yunnan,China,24.974,101.487,3/16/20,176,2
Zhejiang,China,29.1832,120.0934,3/16/20,1231,1
Anhui,China,31.8257,117.2264,3/17/20,990,6
Beijing,China,40.1824,116.4142,3/17/20,456,8
Chongqing,China,30.0572,107.874,3/17/20,576,6
Fujian,China,26.0789,117.9874,3/17/20,296,1
Gansu,China,37.8099,101.0583,3/17/20,133,2
Guangdong,China,23.3417,113.4244,3/17/20,1364,8
Guangxi,China,23.8298,108.7881,3/17/20,253,2
Guizhou,China,26.8154,106.8748,3/17/20,147,2
Hainan,China,19.1959,109.7453,3/17/20,168,6
Hebei,China,39.549,116.1306,3/17/20,318,6
Heilongjiang,China,47.862,127.7615,3/17/20,482,13
Henan,China,33.882,113.614,3/17/20,1273,22
Hong Kong,China,22.3,114.2,3/17/20,162,4
Hubei,China,30.9756,112.2707,3/17/20,67799,3111
Hunan,China,27.6104,111.7088,3/17/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/17/20,75,1
Jiangsu,China,32.9711,119.455,3/17/20,631,0
Jiangxi,China,27.614,115.7221,3/17/20,935,1
Jilin,China,43.6661,126.1923,3/17/20,93,1
Liaoning,China,41.2956,122.6085,3/17/20,125,1
Macau,China,22.1667,113.55,3/17/20,12,0
Ningxia,China,37.2692,106.1655,3/17/20,75,0
Qinghai,China,35.7452,95.9956,3/17/20,18,0
Shaanxi,China,35.1917,108.8701,3/17/20,246,3
Shandong,China,36.3427,118.1498,3/17/20,761,7
Shanghai,China,31.202,121.4491,3/17/20,358,3
Shanxi,China,37.5777,112.2922,3/17/20,133,0
Sichuan,China,30.6171,102.7103,3/17/20,540,3
Tianjin,China,39.3054,117.323,3/17/20,136,3
Tibet,China,31.6927,88.0924,3/17/20,1,0
Xinjiang,China,41.1129,85.2401,3/17/20,76,3
Yunnan,China,24.974,101.487,3/17/20,176,2
Zhejiang,China,29.1832,120.0934,3/17/20,1232,1
Anhui,China,31.8257,117.2264,3/18/20,990,6
Beijing,China,40.1824,116.4142,3/18/20,469,8
Chongqing,China,30.0572,107.874,3/18/20,576,6
Fujian,China,26.0789,117.9874,3/18/20,296,1
Gansu,China,37.8099,101.0583,3/18/20,133,2
Guangdong,China,23.3417,113.4244,3/18/20,1370,8
Guangxi,China,23.8298,108.7881,3/18/20,253,2
Guizhou,China,26.8154,106.8748,3/18/20,146,2
Hainan,China,19.1959,109.7453,3/18/20,168,6
Hebei,China,39.549,116.1306,3/18/20,318,6
Heilongjiang,China,47.862,127.7615,3/18/20,482,13
Henan,China,33.882,113.614,3/18/20,1273,22
Hong Kong,China,22.3,114.2,3/18/20,181,4
Hubei,China,30.9756,112.2707,3/18/20,67800,3122
Hunan,China,27.6104,111.7088,3/18/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/18/20,75,1
Jiangsu,China,32.9711,119.455,3/18/20,631,0
Jiangxi,China,27.614,115.7221,3/18/20,935,1
Jilin,China,43.6661,126.1923,3/18/20,93,1
Liaoning,China,41.2956,122.6085,3/18/20,125,1
Macau,China,22.1667,113.55,3/18/20,15,0
Ningxia,China,37.2692,106.1655,3/18/20,75,0
Qinghai,China,35.7452,95.9956,3/18/20,18,0
Shaanxi,China,35.1917,108.8701,3/18/20,246,3
Shandong,China,36.3427,118.1498,3/18/20,761,7
Shanghai,China,31.202,121.4491,3/18/20,361,3
Shanxi,China,37.5777,112.2922,3/18/20,133,0
Sichuan,China,30.6171,102.7103,3/18/20,540,3
Tianjin,China,39.3054,117.323,3/18/20,136,3
Tibet,China,31.6927,88.0924,3/18/20,1,0
Xinjiang,China,41.1129,85.2401,3/18/20,76,3
Yunnan,China,24.974,101.487,3/18/20,176,2
Zhejiang,China,29.1832,120.0934,3/18/20,1232,1
Anhui,China,31.8257,117.2264,3/19/20,990,6
Beijing,China,40.1824,116.4142,3/19/20,480,8
Chongqing,China,30.0572,107.874,3/19/20,576,6
Fujian,China,26.0789,117.9874,3/19/20,296,1
Gansu,China,37.8099,101.0583,3/19/20,134,2
Guangdong,China,23.3417,113.4244,3/19/20,1378,8
Guangxi,China,23.8298,108.7881,3/19/20,253,2
Guizhou,China,26.8154,106.8748,3/19/20,146,2
Hainan,China,19.1959,109.7453,3/19/20,168,6
Hebei,China,39.549,116.1306,3/19/20,318,6
Heilongjiang,China,47.862,127.7615,3/19/20,483,13
Henan,China,33.882,113.614,3/19/20,1273,22
Hong Kong,China,22.3,114.2,3/19/20,208,4
Hubei,China,30.9756,112.2707,3/19/20,67800,3130
Hunan,China,27.6104,111.7088,3/19/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/19/20,75,1
Jiangsu,China,32.9711,119.455,3/19/20,631,0
Jiangxi,China,27.614,115.7221,3/19/20,935,1
Jilin,China,43.6661,126.1923,3/19/20,93,1
Liaoning,China,41.2956,122.6085,3/19/20,125,1
Macau,China,22.1667,113.55,3/19/20,17,0
Ningxia,China,37.2692,106.1655,3/19/20,75,0
Qinghai,China,35.7452,95.9956,3/19/20,18,0
Shaanxi,China,35.1917,108.8701,3/19/20,246,3
Shandong,China,36.3427,118.1498,3/19/20,761,7
Shanghai,China,31.202,121.4491,3/19/20,363,3
Shanxi,China,37.5777,112.2922,3/19/20,133,0
Sichuan,China,30.6171,102.7103,3/19/20,540,3
Tianjin,China,39.3054,117.323,3/19/20,137,3
Tibet,China,31.6927,88.0924,3/19/20,1,0
Xinjiang,China,41.1129,85.2401,3/19/20,76,3
Yunnan,China,24.974,101.487,3/19/20,176,2
Zhejiang,China,29.1832,120.0934,3/19/20,1233,1
Anhui,China,31.8257,117.2264,3/20/20,990,6
Beijing,China,40.1824,116.4142,3/20/20,491,8
Chongqing,China,30.0572,107.874,3/20/20,576,6
Fujian,China,26.0789,117.9874,3/20/20,299,1
Gansu,China,37.8099,101.0583,3/20/20,134,2
Guangdong,China,23.3417,113.4244,3/20/20,1395,8
Guangxi,China,23.8298,108.7881,3/20/20,254,2
Guizhou,China,26.8154,106.8748,3/20/20,146,2
Hainan,China,19.1959,109.7453,3/20/20,168,6
Hebei,China,39.549,116.1306,3/20/20,318,6
Heilongjiang,China,47.862,127.7615,3/20/20,484,13
Henan,China,33.882,113.614,3/20/20,1273,22
Hong Kong,China,22.3,114.2,3/20/20,256,4
Hubei,China,30.9756,112.2707,3/20/20,67800,3133
Hunan,China,27.6104,111.7088,3/20/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/20/20,75,1
Jiangsu,China,32.9711,119.455,3/20/20,631,0
Jiangxi,China,27.614,115.7221,3/20/20,935,1
Jilin,China,43.6661,126.1923,3/20/20,93,1
Liaoning,China,41.2956,122.6085,3/20/20,126,2
Macau,China,22.1667,113.55,3/20/20,17,0
Ningxia,China,37.2692,106.1655,3/20/20,75,0
Qinghai,China,35.7452,95.9956,3/20/20,18,0
Shaanxi,China,35.1917,108.8701,3/20/20,247,3
Shandong,China,36.3427,118.1498,3/20/20,762,7
Shanghai,China,31.202,121.4491,3/20/20,371,3
Shanxi,China,37.5777,112.2922,3/20/20,133,0
Sichuan,China,30.6171,102.7103,3/20/20,541,3
Tianjin,China,39.3054,117.323,3/20/20,137,3
Tibet,China,31.6927,88.0924,3/20/20,1,0
Xinjiang,China,41.1129,85.2401,3/20/20,76,3
Yunnan,China,24.974,101.487,3/20/20,176,2
Zhejiang,China,29.1832,120.0934,3/20/20,1234,1
Anhui,China,31.8257,117.2264,3/21/20,990,6
Beijing,China,40.1824,116.4142,3/21/20,504,8
Chongqing,China,30.0572,107.874,3/21/20,576,6
Fujian,China,26.0789,117.9874,3/21/20,303,1
Gansu,China,37.8099,101.0583,3/21/20,134,2
Guangdong,China,23.3417,113.4244,3/21/20,1400,8
Guangxi,China,23.8298,108.7881,3/21/20,254,2
Guizhou,China,26.8154,106.8748,3/21/20,146,2
Hainan,China,19.1959,109.7453,3/21/20,168,6
Hebei,China,39.549,116.1306,3/21/20,318,6
Heilongjiang,China,47.862,127.7615,3/21/20,484,13
Henan,China,33.882,113.614,3/21/20,1273,22
Hong Kong,China,22.3,114.2,3/21/20,273,4
Hubei,China,30.9756,112.2707,3/21/20,67800,3139
Hunan,China,27.6104,111.7088,3/21/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/21/20,75,1
Jiangsu,China,32.9711,119.455,3/21/20,631,0
Jiangxi,China,27.614,115.7221,3/21/20,935,1
Jilin,China,43.6661,126.1923,3/21/20,93,1
Liaoning,China,41.2956,122.6085,3/21/20,126,2
Macau,China,22.1667,113.55,3/21/20,18,0
Ningxia,China,37.2692,106.1655,3/21/20,75,0
Qinghai,China,35.7452,95.9956,3/21/20,18,0
Shaanxi,China,35.1917,108.8701,3/21/20,248,3
Shandong,China,36.3427,118.1498,3/21/20,764,7
Shanghai,China,31.202,121.4491,3/21/20,380,3
Shanxi,China,37.5777,112.2922,3/21/20,133,0
Sichuan,China,30.6171,102.7103,3/21/20,542,3
Tianjin,China,39.3054,117.323,3/21/20,137,3
Tibet,China,31.6927,88.0924,3/21/20,1,0
Xinjiang,China,41.1129,85.2401,3/21/20,76,3
Yunnan,China,24.974,101.487,3/21/20,176,2
Zhejiang,China,29.1832,120.0934,3/21/20,1236,1
Anhui,China,31.8257,117.2264,3/22/20,990,6
Beijing,China,40.1824,116.4142,3/22/20,522,8
Chongqing,China,30.0572,107.874,3/22/20,577,6
Fujian,China,26.0789,117.9874,3/22/20,313,1
Gansu,China,37.8099,101.0583,3/22/20,136,2
Guangdong,China,23.3417,113.4244,3/22/20,1413,8
Guangxi,China,23.8298,108.7881,3/22/20,254,2
Guizhou,China,26.8154,106.8748,3/22/20,146,2
Hainan,China,19.1959,109.7453,3/22/20,168,6
Hebei,China,39.549,116.1306,3/22/20,319,6
Heilongjiang,China,47.862,127.7615,3/22/20,484,13
Henan,China,33.882,113.614,3/22/20,1274,22
Hong Kong,China,22.3,114.2,3/22/20,317,4
Hubei,China,30.9756,112.2707,3/22/20,67800,3153
Hunan,China,27.6104,111.7088,3/22/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/22/20,75,1
Jiangsu,China,32.9711,119.455,3/22/20,633,0
Jiangxi,China,27.614,115.7221,3/22/20,936,1
Jilin,China,43.6661,126.1923,3/22/20,93,1
Liaoning,China,41.2956,122.6085,3/22/20,127,2
Macau,China,22.1667,113.55,3/22/20,24,0
Ningxia,China,37.2692,106.1655,3/22/20,75,0
Qinghai,China,35.7452,95.9956,3/22/20,18,0
Shaanxi,China,35.1917,108.8701,3/22/20,248,3
Shandong,China,36.3427,118.1498,3/22/20,767,7
Shanghai,China,31.202,121.4491,3/22/20,404,4
Shanxi,China,37.5777,112.2922,3/22/20,133,0
Sichuan,China,30.6171,102.7103,3/22/20,543,3
Tianjin,China,39.3054,117.323,3/22/20,137,3
Tibet,China,31.6927,88.0924,3/22/20,1,0
Xinjiang,China,41.1129,85.2401,3/22/20,76,3
Yunnan,China,24.974,101.487,3/22/20,176,2
Zhejiang,China,29.1832,120.0934,3/22/20,1238,1
Anhui,China,31.8257,117.2264,3/23/20,990,6
Beijing,China,40.1824,116.4142,3/23/20,537,8
Chongqing,China,30.0572,107.874,3/23/20,578,6
Fujian,China,26.0789,117.9874,3/23/20,313,1
Gansu,China,37.8099,101.0583,3/23/20,136,2
Guangdong,China,23.3417,113.4244,3/23/20,1415,8
Guangxi,China,23.8298,108.7881,3/23/20,254,2
Guizhou,China,26.8154,106.8748,3/23/20,146,2
Hainan,China,19.1959,109.7453,3/23/20,168,6
